School.List,State,Year,FT.Male,FT.Female,FT.AGI,FT.Total,fac_percent_men,fac_percent_women,fac_percent_agi,fac_men_change,fac_women_change,fac_agi_change
GEORGE WASHINGTON UNIVERSITY,DISTRICT OF COLUMBIA,2017,564,309,0,873,64.604811,35.395189,0,NA,NA,NA
GEORGE WASHINGTON UNIVERSITY,DISTRICT OF COLUMBIA,2018,344,147,0,491,70.0610998,29.9389002,0,5.4562888,-5.4562888,0
GEORGE WASHINGTON UNIVERSITY,DISTRICT OF COLUMBIA,2019,332,142,0,474,70.04219409,29.95780591,0,-0.018905704,0.018905704,0
GEORGE WASHINGTON UNIVERSITY,DISTRICT OF COLUMBIA,2020,339,160,0,499,67.93587174,32.06412826,0,-2.106322349,2.106322349,0
GEORGE WASHINGTON UNIVERSITY,DISTRICT OF COLUMBIA,2021,297,153,0,450,66,34,0,-1.935871743,1.935871743,0
GEORGE WASHINGTON UNIVERSITY,DISTRICT OF COLUMBIA,2022,335,163,0,505,66.33663366,32.27722772,0,0.336633663,-1.722772277,0
GEORGE WASHINGTON UNIVERSITY,DISTRICT OF COLUMBIA,2023,358,208,1,594,60.26936027,35.01683502,0.168350168,-6.067273394,2.739607294,0.168350168
GEORGETOWN UNIVERSITY,DISTRICT OF COLUMBIA,2017,377,178,0,555,67.92792793,32.07207207,0,NA,NA,NA
GEORGETOWN UNIVERSITY,DISTRICT OF COLUMBIA,2018,557,255,3,815,68.34355828,31.28834356,0.36809816,0.415630354,-0.783728514,0.36809816
GEORGETOWN UNIVERSITY,DISTRICT OF COLUMBIA,2019,553,282,7,842,65.67695962,33.49168646,0.831353919,-2.666598662,2.203342903,0.46325576
GEORGETOWN UNIVERSITY,DISTRICT OF COLUMBIA,2020,534,295,2,831,64.2599278,35.49939832,0.240673887,-1.417031822,2.007711854,-0.590680032
GEORGETOWN UNIVERSITY,DISTRICT OF COLUMBIA,2021,504,308,0,812,62.06896552,37.93103448,0,-2.190962281,2.431636167,-0.240673887
GEORGETOWN UNIVERSITY,DISTRICT OF COLUMBIA,2022,546,328,0,874,62.47139588,37.52860412,0,0.402430364,-0.402430364,0
GEORGETOWN UNIVERSITY,DISTRICT OF COLUMBIA,2023,497,319,0,816,60.90686275,39.09313725,0,-1.564533136,1.564533136,0
GEORGIA STATE UNIVERSITY,GEORGIA,2017,76,55,0,131,58.01526718,41.98473282,0,NA,NA,NA
GEORGIA STATE UNIVERSITY,GEORGIA,2018,73,63,0,137,53.28467153,45.98540146,0,-4.730595643,4.000668635,0
GEORGIA STATE UNIVERSITY,GEORGIA,2019,69,70,0,139,49.64028777,50.35971223,0,-3.644383763,4.37431077,0
GEORGIA STATE UNIVERSITY,GEORGIA,2020,70,66,0,136,51.47058824,48.52941176,0,1.830300466,-1.830300466,0
GEORGIA STATE UNIVERSITY,GEORGIA,2021,60,70,0,130,46.15384615,53.84615385,0,-5.316742081,5.316742081,0
GEORGIA STATE UNIVERSITY,GEORGIA,2022,78,71,0,149,52.34899329,47.65100671,0,6.195147135,-6.195147135,0
GEORGIA STATE UNIVERSITY,GEORGIA,2023,76,79,0,155,49.03225806,50.96774194,0,-3.316735224,3.316735224,0
"GEORGIA, UNIVERSITY OF",GEORGIA,2017,67,36,0,103,65.04854369,34.95145631,0,NA,NA,NA
"GEORGIA, UNIVERSITY OF",GEORGIA,2018,58,43,0,101,57.42574257,42.57425743,0,-7.622801115,7.622801115,0
"GEORGIA, UNIVERSITY OF",GEORGIA,2019,68,46,0,114,59.64912281,40.35087719,0,2.223380233,-2.223380233,0
"GEORGIA, UNIVERSITY OF",GEORGIA,2020,61,45,0,106,57.54716981,42.45283019,0,-2.101952996,2.101952996,0
"GEORGIA, UNIVERSITY OF",GEORGIA,2021,65,41,0,106,61.32075472,38.67924528,0,3.773584906,-3.773584906,0
"GEORGIA, UNIVERSITY OF",GEORGIA,2022,66,45,0,111,59.45945946,40.54054054,0,-1.861295258,1.861295258,0
"GEORGIA, UNIVERSITY OF",GEORGIA,2023,73,52,0,125,58.4,41.6,0,-1.059459459,1.059459459,0
GOLDEN GATE UNIVERSITY,CALIFORNIA,2017,56,64,0,120,46.66666667,53.33333333,0,NA,NA,NA
GOLDEN GATE UNIVERSITY,CALIFORNIA,2018,60,62,0,122,49.18032787,50.81967213,0,2.513661202,-2.513661202,0
GOLDEN GATE UNIVERSITY,CALIFORNIA,2019,72,64,0,136,52.94117647,47.05882353,0,3.760848602,-3.760848602,0
GOLDEN GATE UNIVERSITY,CALIFORNIA,2020,72,64,0,136,52.94117647,47.05882353,0,0,0,0
GOLDEN GATE UNIVERSITY,CALIFORNIA,2021,64,60,0,124,51.61290323,48.38709677,0,-1.328273245,1.328273245,0
GOLDEN GATE UNIVERSITY,CALIFORNIA,2022,59,62,0,121,48.76033058,51.23966942,0,-2.852572647,2.852572647,0
GOLDEN GATE UNIVERSITY,CALIFORNIA,2023,42,49,0,91,46.15384615,53.84615385,0,-2.606484425,2.606484425,0
GONZAGA UNIVERSITY,WASHINGTON,2017,67,50,0,117,57.26495726,42.73504274,0,NA,NA,NA
GONZAGA UNIVERSITY,WASHINGTON,2018,41,25,0,66,62.12121212,37.87878788,0,4.856254856,-4.856254856,0
GONZAGA UNIVERSITY,WASHINGTON,2019,48,29,0,77,62.33766234,37.66233766,0,0.216450216,-0.216450216,0
GONZAGA UNIVERSITY,WASHINGTON,2020,44,35,0,79,55.69620253,44.30379747,0,-6.641459806,6.641459806,0
GONZAGA UNIVERSITY,WASHINGTON,2021,32,33,0,65,49.23076923,50.76923077,0,-6.465433301,6.465433301,0
GONZAGA UNIVERSITY,WASHINGTON,2022,34,37,0,71,47.88732394,52.11267606,0,-1.343445287,1.343445287,0
GONZAGA UNIVERSITY,WASHINGTON,2023,38,38,0,76,50,50,0,2.112676056,-2.112676056,0
HARVARD UNIVERSITY,MASSACHUSETTS,2017,206,112,0,318,64.77987421,35.22012579,0,NA,NA,NA
HARVARD UNIVERSITY,MASSACHUSETTS,2018,229,111,0,340,67.35294118,32.64705882,0,2.573066963,-2.573066963,0
HARVARD UNIVERSITY,MASSACHUSETTS,2019,221,118,1,340,65,34.70588235,0.294117647,-2.352941176,2.058823529,0.294117647
HARVARD UNIVERSITY,MASSACHUSETTS,2020,237,122,1,360,65.83333333,33.88888889,0.277777778,0.833333333,-0.816993464,-0.016339869
HARVARD UNIVERSITY,MASSACHUSETTS,2021,199,140,0,339,58.7020649,41.2979351,0,-7.131268437,7.409046214,-0.277777778
HARVARD UNIVERSITY,MASSACHUSETTS,2022,212,135,0,347,61.09510086,38.90489914,0,2.393035968,-2.393035968,0
HARVARD UNIVERSITY,MASSACHUSETTS,2023,219,150,0,369,59.3495935,40.6504065,0,-1.745507369,1.745507369,0
"HAWAII, UNIVERSITY OF",HAWAII,2017,69,47,0,116,59.48275862,40.51724138,0,NA,NA,NA
"HAWAII, UNIVERSITY OF",HAWAII,2018,60,55,0,115,52.17391304,47.82608696,0,-7.308845577,7.308845577,0
"HAWAII, UNIVERSITY OF",HAWAII,2019,64,50,0,114,56.14035088,43.85964912,0,3.966437834,-3.966437834,0
"HAWAII, UNIVERSITY OF",HAWAII,2020,67,54,0,121,55.37190083,44.62809917,0,-0.768450051,0.768450051,0
"HAWAII, UNIVERSITY OF",HAWAII,2021,68,51,0,119,57.14285714,42.85714286,0,1.770956316,-1.770956316,0
"HAWAII, UNIVERSITY OF",HAWAII,2022,64,51,0,115,55.65217391,44.34782609,0,-1.49068323,1.49068323,0
