School.List,State,Year,ST.Total.White,ST.Total.Bipoc,ST.Total,percent_bipoc,percent_white,year_change
INTER AMERICAN UNIVERSITY OF PUERTO RICO,PUERTO RICO,2022,2,372,374,99.46524064,0.534759358,-0.5348
INTER AMERICAN UNIVERSITY OF PUERTO RICO,PUERTO RICO,2023,0,154,154,100,0,0.5348
"IOWA, UNIVERSITY OF",IOWA,2017,86,27,113,23.89380531,76.10619469,NA
"IOWA, UNIVERSITY OF",IOWA,2018,104,27,131,20.61068702,79.38931298,-3.2831
"IOWA, UNIVERSITY OF",IOWA,2019,108,27,135,20,80,-0.6107
"IOWA, UNIVERSITY OF",IOWA,2020,109,42,151,27.81456954,72.18543046,7.8146
"IOWA, UNIVERSITY OF",IOWA,2021,122,31,153,20.26143791,79.73856209,-7.5531
"IOWA, UNIVERSITY OF",IOWA,2022,105,27,132,20.45454545,79.54545455,0.1931
"IOWA, UNIVERSITY OF",IOWA,2023,116,25,141,17.73049645,82.26950355,-2.724
"KANSAS, UNIVERSITY OF",KANSAS,2017,80,21,101,20.79207921,79.20792079,NA
"KANSAS, UNIVERSITY OF",KANSAS,2018,86,19,105,18.0952381,81.9047619,-2.6968
"KANSAS, UNIVERSITY OF",KANSAS,2019,88,17,105,16.19047619,83.80952381,-1.9048
"KANSAS, UNIVERSITY OF",KANSAS,2020,71,27,98,27.55102041,72.44897959,11.3605
"KANSAS, UNIVERSITY OF",KANSAS,2021,95,26,121,21.48760331,78.51239669,-6.0634
"KANSAS, UNIVERSITY OF",KANSAS,2022,109,22,131,16.79389313,83.20610687,-4.6937
"KANSAS, UNIVERSITY OF",KANSAS,2023,83,31,114,27.19298246,72.80701754,10.3991
"KENTUCKY, UNIVERSITY OF",KENTUCKY,2017,91,18,109,16.51376147,83.48623853,NA
"KENTUCKY, UNIVERSITY OF",KENTUCKY,2018,110,37,147,25.17006803,74.82993197,8.6563
"KENTUCKY, UNIVERSITY OF",KENTUCKY,2019,81,15,96,15.625,84.375,-9.5451
"KENTUCKY, UNIVERSITY OF",KENTUCKY,2020,107,26,133,19.54887218,80.45112782,3.9239
"KENTUCKY, UNIVERSITY OF",KENTUCKY,2021,107,33,140,23.57142857,76.42857143,4.0226
"KENTUCKY, UNIVERSITY OF",KENTUCKY,2022,93,21,114,18.42105263,81.57894737,-5.1504
"KENTUCKY, UNIVERSITY OF",KENTUCKY,2023,128,24,152,15.78947368,84.21052632,-2.6316
LEWIS AND CLARK COLLEGE,OREGON,2017,121,39,160,24.375,75.625,NA
LEWIS AND CLARK COLLEGE,OREGON,2018,124,34,158,21.51898734,78.48101266,-2.856
LEWIS AND CLARK COLLEGE,OREGON,2019,126,46,172,26.74418605,73.25581395,5.2252
LEWIS AND CLARK COLLEGE,OREGON,2020,129,50,179,27.93296089,72.06703911,1.1888
LEWIS AND CLARK COLLEGE,OREGON,2021,154,36,190,18.94736842,81.05263158,-8.9856
LEWIS AND CLARK COLLEGE,OREGON,2022,95,45,140,32.14285714,67.85714286,13.1955
LEWIS AND CLARK COLLEGE,OREGON,2023,122,29,151,19.20529801,80.79470199,-12.9376
LIBERTY UNIVERSITY,VIRGINIA,2017,54,17,71,23.94366197,76.05633803,NA
LIBERTY UNIVERSITY,VIRGINIA,2018,55,18,73,24.65753425,75.34246575,0.7139
